label,target,corpus,target_group,Race,Religion,Gender,Sexual Orientation,Miscellaneous
normal,['None'],user people responding tweet retarded number say stupid thing give hell winnington,['Miscellaneous'],0,0,0,0,1
offensive,['None'],white supremacist neo nazi would vast collection tie dedicated because,['Miscellaneous'],0,0,0,0,1
normal,['Islam'],user moslem ban,['Religion'],0,1,0,0,0
normal,['Homosexual'],find trying relate lesbian well gay,['Sexual Orientation'],0,0,0,1,0
normal,['None'],user hate physical appearance heck ugly ughh,['Miscellaneous'],0,0,0,0,1
normal,['Women'],bitch weird shit,['Gender'],0,0,1,0,0
normal,['Refugee'],user illegal immigrant asylum seeker,['Miscellaneous'],0,0,0,0,1
offensive,['None'],user put fucking duo apex you retard,['Miscellaneous'],0,0,0,0,1
normal,['Refugee'],user census question harm illegal immigrant,['Miscellaneous'],0,0,0,0,1
offensive,['Men'],user user warren look like democratic cuck worship woman hoping one   ,['Gender'],0,0,1,0,0
hatespeech,['Homosexual'],user user friend hurled rooftop raqqa syria homo explained society isi say share isi value people writing comment facebook saying care let faggot die,['Sexual Orientation'],0,0,0,1,0
normal,['None'],pray mom white blood count platelet come stay jesus mighty name,['Miscellaneous'],0,0,0,0,1
normal,['Caucasian'],user user because ’ white man ,['Race'],1,0,0,0,0
offensive,['African'],tell kid today king ermias united ghetto america even ’ day ,['Race'],1,0,0,0,0
normal,['Refugee'],user thought threat immigrant great though,['Miscellaneous'],0,0,0,0,1
hatespeech,['Islam'],user safe affordable killing helpless baby muslim want one le infidel kill convert,['Religion'],0,1,0,0,0
normal,['Refugee'],user let ’ donate worthy because like legal immigrant support user,['Miscellaneous'],0,0,0,0,1
offensive,['African'],hate nigga bitch as tendency lmfaoo you got extra leg you fuckin peon,['Race'],1,0,0,0,0
offensive,['Refugee'],congrats trump making progs admit settling immigrant neighborhood always punitive action,['Miscellaneous'],0,0,0,0,1
normal,['None'],bitch,['Miscellaneous'],0,0,0,0,1
normal,['None'],guus check anazing offer streetsmartsensation nissan micra user,['Miscellaneous'],0,0,0,0,1
normal,['Refugee'],breaking president trump say giving strong consideration placing illegal immigrant sanctuary city ap,['Miscellaneous'],0,0,0,0,1
hatespeech,['None'],user skin brown part contain protein everything inside carbonhydrate oya kill knowswhatmatters,['Miscellaneous'],0,0,0,0,1
offensive,['None'],user thank hiding notification living human garbage communist nazi,['Miscellaneous'],0,0,0,0,1
normal,['Jewish'],user roman crucified christ blame jew ,['Religion'],0,1,0,0,0
normal,"['Hispanic', 'Refugee']",’ make separate country illegal alien call mexico,"['Race', 'Miscellaneous']",1,0,0,0,1
offensive,['Refugee'],user user illegal illegal illegal immigrant deliberately obtuse,['Miscellaneous'],0,0,0,0,1
normal,['Refugee'],user seems nimby reaction thought loved immigrant,['Miscellaneous'],0,0,0,0,1
offensive,['None'],user like retarded ,['Miscellaneous'],0,0,0,0,1
normal,['None'],user everyone hate knee,['Miscellaneous'],0,0,0,0,1
normal,['None'],sure hypocritical anti violence woman lot people gab christian value generally good people,['Miscellaneous'],0,0,0,0,1
offensive,['Other'],user uk becoming nazi state      ,['Miscellaneous'],0,0,0,0,1
normal,['Homosexual'],user already admitted guy say gay let delusion die,['Sexual Orientation'],0,0,0,1,0
hatespeech,['None'],hate slow retarded inconsiderate mf die g,['Miscellaneous'],0,0,0,0,1
offensive,"['Arab', 'Islam']",user country founded muslim would oppressive religiously intolerant regime would iran,"['Race', 'Religion']",1,1,0,0,0
offensive,['Refugee'],user user do not want illegal alien city liberal logic illogical,['Miscellaneous'],0,0,0,0,1
normal,['Islam'],user hey beautiful uk stand love muslim brother love,['Religion'],0,1,0,0,0
hatespeech,['Islam'],user supporting terrorist will not get anywhere stop playing victim muzzie game,['Religion'],0,1,0,0,0
offensive,['Islam'],user china muslim special id card allow travel around want to go ’ great ,['Religion'],0,1,0,0,0
normal,['None'],user user incitement violence right,['Miscellaneous'],0,0,0,0,1
normal,['Caucasian'],user ’ pretty sure black dude said punch nazi punch every single white advocate ever,['Race'],1,0,0,0,0
offensive,['Other'],judge judy make number million year cbs making money bunch retarded negotiator,['Miscellaneous'],0,0,0,0,1
offensive,['Homosexual'],enough homo like used high top got gay face fraid,['Sexual Orientation'],0,0,0,1,0
normal,['None'],user raped date april shit lol cancelapril,['Miscellaneous'],0,0,0,0,1
normal,['None'],user guy sacked basically calling brexit voter nazi,['Miscellaneous'],0,0,0,0,1
offensive,['Refugee'],breaking trump plan send illegal immigrant sanctuary city undergoing review sarah sander say,['Miscellaneous'],0,0,0,0,1
offensive,['Homosexual'],user got mad told gay  th grade serious yes gay yes,['Sexual Orientation'],0,0,0,1,0
normal,['African'],user “ bitch blackface ”,['Race'],1,0,0,0,0
hatespeech,"['Homosexual', 'Jewish', 'Caucasian']",type individualism refer jewish inculcated special snowflake faggotry everyone group retarded white cuckservatives practice identity politics collectivist roll individual every time admit cowardly stand people,"['Sexual Orientation', 'Religion', 'Race']",1,1,0,1,0
hatespeech,['Other'],user user hate fckin much  ,['Miscellaneous'],0,0,0,0,1
normal,['Refugee'],user wow sound like great reason build wall stop another million illegal alien coming usa year,['Miscellaneous'],0,0,0,0,1
normal,['Caucasian'],care called exceptional white people racist end day white supremacy business,['Race'],1,0,0,0,0
normal,['Homosexual'],gay people tweeting got look like ’ ready party play,['Sexual Orientation'],0,0,0,1,0
offensive,"['Women', 'African']",’ bitch walk around ’ dirty as crib nothing ’ foot amp ’ want nigga suck toe spare,"['Gender', 'Race']",1,0,1,0,0
offensive,['Women'],put ring bitch amp hoe still ,['Gender'],0,0,1,0,0
offensive,['Jewish'],commit suicide because jew tell u,['Religion'],0,1,0,0,0
normal,['Islam'],user looked guy account islamaphobic ’ need another one,['Religion'],0,1,0,0,0
normal,['None'],’ w kno ’ number bitch ’ w,['Miscellaneous'],0,0,0,0,1
hatespeech,['Homosexual'],user yea true info han faggot becoming feminine thanks correcting,['Sexual Orientation'],0,0,0,1,0
offensive,['Other'],bin men retarded people earth,['Miscellaneous'],0,0,0,0,1
normal,['Women'],fuck bitch get money back bull shit,['Gender'],0,0,1,0,0
offensive,['None'],user know nazi salute left wing medium paint everyone nazi,['Miscellaneous'],0,0,0,0,1
offensive,['Other'],because longer fuck w ’ mean hate ’ try dry as petty,['Miscellaneous'],0,0,0,0,1
hatespeech,['African'],nigger general ever done u except create havoc known hundred great black africa tigray tribesman ethiopia truly amazing american ghetto black scum earth,['Race'],1,0,0,0,0
normal,['African'],user user like nigga care,['Race'],1,0,0,0,0
offensive,['None'],user naughty little slut,['Miscellaneous'],0,0,0,0,1
normal,['None'],anti nazi merch shit rule matter context ’ buying anything swastika,['Miscellaneous'],0,0,0,0,1
offensive,['African'],sprite commercial black people look retarded dancing,['Race'],1,0,0,0,0
offensive,['None'],user user know could done pulled checked bag mongoloid lol,['Miscellaneous'],0,0,0,0,1
normal,['African'],nigga makin baby jus want to make million ,['Race'],1,0,0,0,0
normal,['None'],know dawg said bitch try hurt you ’ beating as  ,['Miscellaneous'],0,0,0,0,1
offensive,['None'],retard,['Miscellaneous'],0,0,0,0,1
offensive,['None'],user fat bitch,['Miscellaneous'],0,0,0,0,1
offensive,['Homosexual'],user lie trying ban transgender people priority considering slutlania lesbian porn extra say fuck,['Sexual Orientation'],0,0,0,1,0
offensive,"['Homosexual', 'Asian']",unpopular opinion wearing dg number racist assume hate asian gay right,"['Sexual Orientation', 'Race']",1,0,0,1,0
normal,['None'],user going tour ghettobaby,['Miscellaneous'],0,0,0,0,1
normal,['Other'],going to get let ’ get married baby boy closest thing ’ ever get user ghettobaby,['Miscellaneous'],0,0,0,0,1
offensive,['None'],rafael right  hate jane janethevirgin,['Miscellaneous'],0,0,0,0,1
normal,['None'],user collusion time end witch hunt presidential harassment,['Miscellaneous'],0,0,0,0,1
offensive,['African'],user you negro never take destiny hand keep waiting others change lot life,['Race'],1,0,0,0,0
hatespeech,['Jewish'],terrible legacy antisemitic persecution muh holocaust blah blah therefore jew afraid white people therefore mass immigration promote tolerance even though nailbombed raped child right jew telling u right fear white,['Religion'],0,1,0,0,0
normal,['Women'],girl hot full homo,['Gender'],0,0,1,0,0
normal,['None'],facebook full violence hate speech,['Miscellaneous'],0,0,0,0,1
offensive,['Homosexual'],anyone else think homophobe deserve beaten w pillowcase contains numerous bar soap,['Sexual Orientation'],0,0,0,1,0
offensive,['Islam'],user condemn muslim actually killing,['Religion'],0,1,0,0,0
offensive,"['African', 'Caucasian', 'Arab']",world would much better without sick white towel head basketball american,"['Race', 'Race', 'Race']",1,0,0,0,0
offensive,['Women'],user thanks folk moking feminazi original tweet ’ need assistance nice day  ,['Gender'],0,0,1,0,0
offensive,['Homosexual'],sure totally alpha faggot standard fuckparties,['Sexual Orientation'],0,0,0,1,0
offensive,['Homosexual'],user smoking faggot,['Sexual Orientation'],0,0,0,1,0
offensive,['Homosexual'],family reunion soon i am going to end reading gay shit minsung au    ,['Sexual Orientation'],0,0,0,1,0
offensive,"['Islam', 'Refugee']",user user surprise trudeau openly support isi refugee hamas,"['Religion', 'Miscellaneous']",0,1,0,0,1
offensive,['African'],’ go sad nigga,['Race'],1,0,0,0,0
hatespeech,"['Homosexual', 'Jewish']",number honor lost because crazed homosexual jew repeat thrice,"['Sexual Orientation', 'Religion']",0,1,0,1,0
offensive,['Refugee'],user wave migration cracked doubt ’ going much diverse future vetted immigrant,['Miscellaneous'],0,0,0,0,1
offensive,['Other'],vader call hire antifa loser globalist mask wearing retarded cowardly pawn,['Miscellaneous'],0,0,0,0,1
offensive,"['African', 'Christian', 'Islam']",user keep muslim away defend christian faith ban abortion welcome black american baby u,"['Race', 'Religion', 'Religion']",1,1,0,0,0
offensive,['None'],fucking retarded,['Miscellaneous'],0,0,0,0,1
offensive,"['Homosexual', 'Other']",user homosexual transsexual narcissist,"['Sexual Orientation', 'Miscellaneous']",0,0,0,1,1
offensive,['None'],user user you spell like retard,['Miscellaneous'],0,0,0,0,1
normal,['None'],user user sia keka sie realised friend retard progress fellow mate,['Miscellaneous'],0,0,0,0,1
offensive,['None'],user full shit ever belief truly retarded,['Miscellaneous'],0,0,0,0,1
normal,['None'],user washington voted three time tax nazi inslee showed real dictatorship passed anyways,['Miscellaneous'],0,0,0,0,1
normal,['None'],user getting raped,['Miscellaneous'],0,0,0,0,1
normal,['Islam'],muslim stopshiitevictimization,['Religion'],0,1,0,0,0
offensive,['Homosexual'],alright ’ going change back avi people think ’ gay ,['Sexual Orientation'],0,0,0,1,0
offensive,['Refugee'],user one law many illegal alien country,['Miscellaneous'],0,0,0,0,1
offensive,['None'],user i am unsure number people comment section weeaboos nazi draw furry pussy,['Miscellaneous'],0,0,0,0,1
normal,['None'],user truly ghetto,['Miscellaneous'],0,0,0,0,1
offensive,['Caucasian'],shit relevant white people lame,['Race'],1,0,0,0,0
offensive,['Homosexual'],user are not bisexual lgbt king gay even mind,['Sexual Orientation'],0,0,0,1,0
hatespeech,"['Homosexual', 'African']",part like jake blue hate illinois nazi nice hate boomer faggot think hip neegroes blue man blue cool totally music geriatric nigger loving cuck traitor sunglass,"['Sexual Orientation', 'Race']",1,0,0,1,0
normal,['Other'],goofy relationship kind thing because as retarded,['Miscellaneous'],0,0,0,0,1
offensive,['None'],user user retarded,['Miscellaneous'],0,0,0,0,1
offensive,['Women'],talking hoe steady gossip yeah bitch shit bitch nigga momma ,['Gender'],0,0,1,0,0
offensive,['None'],user hate much sub cocksucker suckalicious sort way course,['Miscellaneous'],0,0,0,0,1
offensive,"['None', 'Jewish']",jew “ lol killed jesus ” god “ never saw coming summon pot greed draw three additional card deck ”,"['Miscellaneous', 'Religion']",0,1,0,0,1
offensive,['None'],really fucking hate people play game look like xbox mean come,['Miscellaneous'],0,0,0,0,1
offensive,['Homosexual'],pete get elected ’ going cut gay ear,['Sexual Orientation'],0,0,0,1,0
offensive,['None'],user user thanks ’ support homophobic racist trump supporter,['Miscellaneous'],0,0,0,0,1
normal,['None'],paper towel roflmmfao try beach towel want white couch blink,['Miscellaneous'],0,0,0,0,1
normal,['Islam'],user user muslim nice american bad wait did not attack u never forget,['Religion'],0,1,0,0,0
offensive,['None'],user lol going to say karma army try destroy u fufu easy bitch,['Miscellaneous'],0,0,0,0,1
offensive,['Women'],must big minority dc seeing number voted devil bitch ,['Gender'],0,0,1,0,0
normal,['Homosexual'],gay lesbian,['Sexual Orientation'],0,0,0,1,0
normal,['Caucasian'],say lot one group work hardest subvert white identity group western culture explicitly defined ethno state someone want competition european country undermined along u canada,['Race'],1,0,0,0,0
normal,['Asian'],people asian cannot rap user hold fanny pack,['Race'],1,0,0,0,0
normal,['Homosexual'],user gay,['Sexual Orientation'],0,0,0,1,0
offensive,['Homosexual'],user freudian manifestation latent homosexuality,['Sexual Orientation'],0,0,0,1,0
offensive,['Homosexual'],user gayest hottest thing ’ ever seen istg,['Sexual Orientation'],0,0,0,1,0
normal,['Jewish'],user logic would fine jew terrorize since people call evil blame problem,['Religion'],0,1,0,0,0
normal,['Women'],user bitch stupid,['Gender'],0,0,1,0,0
normal,['Islam'],user way trump white nationlist way come do not condemn muslim brotherhood,['Religion'],0,1,0,0,0
hatespeech,['Other'],user user fucking kill,['Miscellaneous'],0,0,0,0,1
normal,['Islam'],user ’ moslem like silent night n merry little christmas,['Religion'],0,1,0,0,0
offensive,['None'],user fix game stupid retarded bitch,['Miscellaneous'],0,0,0,0,1
normal,['None'],user human violence stupid address human,['Miscellaneous'],0,0,0,0,1
normal,['None'],really want help fellow swifties troll nazi mean republican want tweet hash tag ,['Miscellaneous'],0,0,0,0,1
offensive,['Homosexual'],user yeah gay af,['Sexual Orientation'],0,0,0,1,0
